id_transacao,id_cartao,data_transacao,valor,mcc,estabelecimento,canal,pais,moeda
T0000434,K00012,2026-03-24 08:46:51,2367.57,5999,Mobilidade Urbana,POS,AR,ARS
T0000435,K00027,2026-03-08 11:14:47,1971.29,5999,Loja Online X,APP,BR,BRL
T0000436,K00031,2026-03-19 09:29:54,138.92,4111,Tech Store,POS,BR,BRL
T0000437,K00025,2026-03-16 06:32:07,1326.95,5541,Mercado Central,ECOMMERCE,US,USD
T0000438,K00030,2026-03-05 06:21:26,362.34,6011,Mobilidade Urbana,ECOMMERCE,AR,ARS
T0000439,K00012,2026-03-25 02:31:21,786.97,5411,Mercado Central,ATM,US,USD
T0000440,K00037,2026-03-09 06:48:49,1912.39,5541,ATM Banco,POS,BR,BRL
T0000441,K00026,2026-03-05 19:27:40,1075.42,5541,Posto Sul,POS,BR,BRL
T0000442,K00001,2026-03-02 17:12:46,2230.56,6011,ATM Banco,ECOMMERCE,BR,BRL
T0000443,K00016,2026-03-01 21:00:40,569.53,5999,Loja Online X,ECOMMERCE,US,USD
T0000444,K00011,2026-03-04 12:32:37,167.89,5411,Loja Online X,APP,BR,BRL
T0000445,K00022,2026-03-15 23:33:38,1086.99,4111,Restaurante Avenida,APP,AR,ARS
T0000446,K00011,2026-03-29 15:22:48,2370.47,6011,Posto Sul,POS,BR,BRL
T0000447,K00002,2026-03-08 07:46:08,1476.28,5812,Mercado Central,APP,BR,BRL
T0000448,K00041,2026-03-23 20:50:02,643.19,5732,Tech Store,POS,BR,BRL
T0000449,K00002,2026-03-20 01:42:06,125.35,5411,Posto Sul,ATM,US,USD
T0000450,K00010,2026-03-13 03:35:16,517.71,4111,Mobilidade Urbana,POS,BR,BRL
T0000451,K00034,2026-03-10 13:42:06,678.59,5732,Mobilidade Urbana,ECOMMERCE,US,USD
T0000452,K00008,2026-03-14 03:32:46,710.35,6011,Mercado Central,ATM,AR,ARS
T0000453,K00034,2026-03-07 19:12:49,2432.93,5999,Mobilidade Urbana,ATM,BR,BRL
T0000454,K00014,2026-03-10 05:02:35,1722.07,5541,Loja Online X,ECOMMERCE,BR,BRL
T0000455,K00037,2026-03-01 00:42:05,1674.21,5812,Mercado Central,POS,BR,BRL
T0000456,K00015,2026-03-24 23:06:57,1144.59,5999,Loja Online X,ATM,BR,BRL
T0000457,K00019,2026-03-02 03:52:11,903.74,4111,Loja Online X,ATM,BR,BRL
T0000458,K00001,2026-03-24 03:06:54,2130.74,4111,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000459,K00018,2026-03-11 11:57:28,2196.80,5411,Loja Online X,APP,AR,ARS
T0000460,K00018,2026-03-06 03:25:25,2090.09,4111,ATM Banco,ATM,BR,BRL
T0000461,K00008,2026-03-26 13:41:56,335.62,4111,Mercado Central,ECOMMERCE,BR,BRL
T0000462,K00037,2026-03-04 13:58:37,1697.59,5812,Tech Store,ATM,BR,BRL
T0000463,K00009,2026-03-25 11:39:01,1210.28,5541,Mercado Central,ATM,US,USD
T0000464,K00021,2026-03-15 01:04:16,35.84,6011,Mobilidade Urbana,ECOMMERCE,US,USD
T0000465,K00034,2026-03-31 21:55:21,1722.16,5732,Mercado Central,ATM,AR,ARS
T0000466,K00025,2026-03-22 23:15:30,375.89,6011,Tech Store,POS,BR,BRL
T0000467,K00031,2026-03-01 20:59:10,2130.42,6011,Restaurante Avenida,POS,AR,ARS
T0000468,K00018,2026-03-25 15:20:15,130.63,5812,Tech Store,ATM,BR,BRL
T0000469,K00037,2026-03-13 07:05:29,1123.01,6011,Posto Sul,ATM,BR,BRL
T0000470,K00002,2026-03-11 03:31:47,261.10,5541,Mercado Central,POS,US,USD
T0000471,K00041,2026-03-27 02:50:38,764.97,5732,Tech Store,ECOMMERCE,AR,ARS
T0000472,K00004,2026-03-21 21:29:21,2042.39,6011,Posto Sul,APP,BR,BRL
T0000473,K00024,2026-03-18 19:38:30,1791.20,5411,Mercado Central,ECOMMERCE,US,USD
T0000474,K00019,2026-03-01 10:22:53,1371.49,5999,Mobilidade Urbana,POS,US,USD
T0000475,K00027,2026-03-02 05:31:08,271.87,5732,Restaurante Avenida,ECOMMERCE,US,USD
T0000476,K00022,2026-03-04 12:13:29,273.88,5541,Mercado Central,POS,BR,BRL
T0000477,K00033,2026-03-25 14:29:42,340.92,5541,Mercado Central,POS,AR,ARS
T0000478,K00033,2026-03-18 13:53:37,1953.80,5812,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000479,K00039,2026-03-24 04:06:24,1517.37,5999,Tech Store,ATM,US,USD
T0000480,K00018,2026-03-14 19:58:44,997.69,5999,Loja Online X,ATM,BR,BRL
T0000481,K00033,2026-03-26 04:08:26,750.79,4111,Tech Store,APP,AR,ARS
T0000482,K00014,2026-03-23 23:59:35,506.22,5732,Mobilidade Urbana,APP,US,USD
T0000483,K00012,2026-03-22 11:58:43,1262.21,4111,Mobilidade Urbana,APP,BR,BRL
T0000484,K00031,2026-03-23 03:48:22,1459.10,4111,Mobilidade Urbana,ATM,AR,ARS
T0000485,K00019,2026-03-22 23:57:53,2194.31,5541,ATM Banco,POS,AR,ARS
T0000486,K00004,2026-03-17 03:01:24,1677.28,5812,Loja Online X,ECOMMERCE,BR,BRL
T0000487,K00019,2026-03-10 21:16:09,513.98,5732,Mercado Central,APP,BR,BRL
T0000488,K00036,2026-03-27 14:06:39,2162.78,4111,Mobilidade Urbana,ATM,US,USD
T0000489,K00019,2026-03-08 16:50:50,1733.88,5411,Posto Sul,ATM,US,USD
T0000490,K00001,2026-03-14 21:20:35,1860.46,5812,Tech Store,ATM,BR,BRL
T0000491,K00024,2026-03-27 07:58:40,1888.99,5732,Mobilidade Urbana,ECOMMERCE,US,USD
T0000492,K00012,2026-03-25 23:12:18,2458.72,5411,Restaurante Avenida,ECOMMERCE,BR,BRL
T0000493,K00028,2026-03-24 16:07:24,701.39,5999,Restaurante Avenida,ECOMMERCE,BR,BRL
T0000494,K00010,2026-03-19 08:00:21,104.65,5999,Tech Store,POS,BR,BRL
T0000495,K00020,2026-03-25 20:39:53,1228.92,5732,Tech Store,APP,US,USD
T0000496,K00012,2026-03-03 22:20:33,1303.91,6011,Tech Store,ECOMMERCE,BR,BRL
T0000497,K00023,2026-03-14 17:34:25,556.89,5812,Mobilidade Urbana,APP,BR,BRL
T0000498,K00034,2026-03-11 11:18:13,1189.77,5732,ATM Banco,POS,AR,ARS
T0000499,K00040,2026-03-04 21:22:28,2296.93,5812,Mercado Central,APP,BR,BRL
T0000500,K00019,2026-03-13 03:24:16,66.64,5732,ATM Banco,APP,AR,ARS
T0000501,K00019,2026-03-17 16:28:31,2246.21,5812,Loja Online X,POS,BR,BRL
T0000502,K00035,2026-03-31 03:10:49,23.29,5411,Restaurante Avenida,ECOMMERCE,AR,ARS
T0000503,K00014,2026-03-28 21:27:53,1346.70,4111,Mobilidade Urbana,ATM,BR,BRL
T0000504,K00002,2026-03-21 02:47:43,1150.77,5999,Mercado Central,POS,BR,BRL
T0000505,K00036,2026-03-03 01:11:50,180.75,6011,Restaurante Avenida,APP,BR,BRL
T0000506,K00028,2026-03-14 12:28:40,794.43,5541,Mobilidade Urbana,POS,BR,BRL
T0000507,K00005,2026-03-18 00:41:46,1891.12,5732,Mercado Central,POS,AR,ARS
T0000508,K00020,2026-03-12 16:06:18,1518.38,5999,ATM Banco,ATM,US,USD
T0000509,K00031,2026-03-13 12:52:42,395.03,5812,Restaurante Avenida,ATM,BR,BRL
T0000510,K00020,2026-03-26 17:18:40,1694.84,6011,ATM Banco,APP,BR,BRL
T0000511,K00010,2026-03-31 00:35:55,312.47,5411,Tech Store,ATM,AR,ARS
T0000512,K00023,2026-03-18 17:05:19,533.28,4111,ATM Banco,ECOMMERCE,BR,BRL
T0000513,K00013,2026-03-06 05:14:39,290.98,4111,ATM Banco,POS,BR,BRL
T0000514,K00005,2026-03-28 17:29:41,730.18,5411,Loja Online X,POS,AR,ARS
T0000515,K00023,2026-03-07 23:37:31,324.90,4111,Restaurante Avenida,POS,BR,BRL
T0000516,K00021,2026-03-10 19:04:57,1217.22,5999,Tech Store,APP,BR,BRL
T0000517,K00024,2026-03-23 18:09:36,2020.21,5541,Restaurante Avenida,POS,AR,ARS
T0000518,K00028,2026-03-11 07:50:14,695.32,5999,Restaurante Avenida,APP,US,USD
T0000519,K00020,2026-03-29 15:29:28,1219.99,5411,Restaurante Avenida,POS,BR,BRL
T0000520,K00035,2026-03-27 08:54:52,495.10,4111,Mobilidade Urbana,POS,BR,BRL
T0000521,K00041,2026-03-24 02:57:01,82.83,5732,Tech Store,ATM,AR,ARS
T0000522,K00036,2026-03-25 18:13:58,655.24,5732,Posto Sul,ECOMMERCE,BR,BRL
T0000523,K00019,2026-03-12 12:14:57,339.03,5732,Tech Store,POS,AR,ARS
T0000524,K00016,2026-03-13 11:32:00,2120.71,6011,Tech Store,ECOMMERCE,US,USD
T0000525,K00012,2026-03-25 16:08:28,1418.06,5732,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000526,K00015,2026-03-24 23:30:22,1904.87,5812,Mercado Central,APP,BR,BRL
T0000527,K00034,2026-03-12 07:02:42,2269.78,5999,Posto Sul,ATM,BR,BRL
T0000528,K00021,2026-03-30 14:56:02,262.55,5732,Mobilidade Urbana,APP,BR,BRL
T0000529,K00037,2026-03-27 23:16:37,438.76,4111,Posto Sul,APP,AR,ARS
T0000530,K00034,2026-03-19 20:57:53,632.71,5812,Tech Store,ATM,BR,BRL
T0000531,K00039,2026-03-12 11:31:50,21.46,5812,Posto Sul,ECOMMERCE,BR,BRL
T0000532,K00014,2026-03-08 02:32:41,379.85,5812,Loja Online X,POS,BR,BRL
T0000533,K00008,2026-03-22 07:26:51,1206.38,5541,Posto Sul,ECOMMERCE,BR,BRL
T0000534,K00002,2026-03-19 05:41:53,612.96,5812,Tech Store,ECOMMERCE,BR,BRL
T0000535,K00010,2026-03-05 20:32:02,144.50,5999,Restaurante Avenida,ATM,AR,ARS
T0000536,K00019,2026-03-20 18:40:01,2368.40,5812,Posto Sul,ATM,US,USD
T0000537,K00039,2026-03-28 15:10:14,361.07,5732,ATM Banco,ECOMMERCE,BR,BRL
T0000538,K00022,2026-03-20 21:32:16,2306.27,5732,Tech Store,POS,BR,BRL
T0000539,K00002,2026-03-08 12:24:08,509.86,6011,Tech Store,ATM,BR,BRL
T0000540,K00031,2026-03-27 04:38:06,2254.51,5732,Mercado Central,POS,BR,BRL
T0000541,K00031,2026-03-12 10:15:00,-125.50,4111,Restaurante Avenida,POS,BR,BRL
T0000542,K00028,2026-03-13 11:20:00,0.00,5732,Posto Sul,APP,US,USD
T0000543,K99999,2026-03-14 09:00:00,350.00,4111,Tech Store,ATM,BR,BRL
