id_transacao,id_cartao,data_transacao,valor,mcc,estabelecimento,canal,pais,moeda
T0000056,K00007,2026-01-10 18:39:03,2369.24,5812,Mobilidade Urbana,ECOMMERCE,AR,ARS
T0000057,K00012,2026-01-09 21:05:10,1382.22,5812,Mercado Central,ATM,BR,BRL
T0000058,K00003,2026-01-15 22:38:30,582.53,4111,Loja Online X,ATM,BR,BRL
T0000059,K00041,2026-01-03 21:14:59,1476.53,6011,Restaurante Avenida,ATM,BR,BRL
T0000060,K00018,2026-01-04 17:14:41,2067.44,5411,Mercado Central,ECOMMERCE,BR,BRL
T0000061,K00019,2026-01-26 09:38:47,1100.69,5541,Mobilidade Urbana,APP,AR,ARS
T0000062,K00032,2026-01-23 12:17:32,1097.21,5732,Mercado Central,ATM,AR,ARS
T0000063,K00006,2026-01-24 10:38:16,576.17,4111,ATM Banco,POS,BR,BRL
T0000064,K00003,2026-01-25 21:52:17,1908.96,5812,Posto Sul,ATM,AR,ARS
T0000065,K00041,2026-01-30 08:11:37,2036.54,5411,Posto Sul,APP,BR,BRL
T0000066,K00011,2026-01-14 10:20:42,827.86,4111,Posto Sul,APP,BR,BRL
T0000067,K00003,2026-01-22 12:52:48,1139.79,5999,Loja Online X,APP,AR,ARS
T0000068,K00035,2026-01-04 12:55:32,1157.63,5411,Restaurante Avenida,APP,BR,BRL
T0000069,K00014,2026-01-20 15:40:28,671.31,5812,Loja Online X,ATM,BR,BRL
T0000070,K00041,2026-01-29 22:31:07,1524.13,5812,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000071,K00006,2026-01-10 17:00:35,565.63,6011,Mercado Central,ATM,BR,BRL
T0000072,K00032,2026-01-31 03:41:53,2331.97,5999,Tech Store,APP,BR,BRL
T0000073,K00036,2026-01-14 15:30:15,365.88,5812,Tech Store,ECOMMERCE,BR,BRL
T0000074,K00022,2026-01-28 02:17:49,2335.95,5732,Loja Online X,POS,BR,BRL
T0000075,K00038,2026-01-10 23:19:53,2497.26,5541,ATM Banco,ECOMMERCE,AR,ARS
T0000076,K00036,2026-01-15 17:30:22,1908.37,5541,Posto Sul,APP,BR,BRL
T0000077,K00025,2026-01-28 06:44:15,587.74,6011,Posto Sul,POS,AR,ARS
T0000078,K00025,2026-01-11 23:30:45,2471.09,6011,ATM Banco,ECOMMERCE,BR,BRL
T0000079,K00022,2026-01-16 01:08:32,2174.90,6011,ATM Banco,ATM,AR,ARS
T0000080,K00010,2026-01-04 16:58:29,1027.90,4111,Restaurante Avenida,POS,BR,BRL
T0000081,K00026,2026-01-16 08:21:39,1626.34,6011,Loja Online X,ATM,US,USD
T0000082,K00035,2026-01-31 10:40:45,94.57,5411,Restaurante Avenida,APP,BR,BRL
T0000083,K00041,2026-01-08 23:05:27,1761.21,5411,Posto Sul,ECOMMERCE,BR,BRL
T0000084,K00021,2026-01-23 09:57:01,1991.38,5999,Loja Online X,APP,BR,BRL
T0000085,K00037,2026-01-14 04:15:33,1706.09,5812,Restaurante Avenida,ECOMMERCE,BR,BRL
T0000086,K00016,2026-01-03 19:55:24,1246.68,5732,Restaurante Avenida,ECOMMERCE,AR,ARS
T0000087,K00001,2026-01-15 20:16:29,2247.78,5541,Loja Online X,ECOMMERCE,BR,BRL
T0000088,K00041,2026-01-03 14:22:37,2405.26,4111,Loja Online X,ATM,BR,BRL
T0000089,K00007,2026-01-28 09:12:24,596.83,5732,Loja Online X,APP,BR,BRL
T0000090,K00026,2026-01-23 09:01:53,689.83,5732,ATM Banco,POS,US,USD
T0000091,K00015,2026-01-30 19:47:31,1519.63,5999,Restaurante Avenida,ECOMMERCE,BR,BRL
T0000092,K00009,2026-01-20 08:43:48,1572.48,4111,Mobilidade Urbana,POS,US,USD
T0000093,K00009,2026-01-10 14:02:37,229.88,5999,Loja Online X,ATM,BR,BRL
T0000094,K00024,2026-01-06 06:08:50,1329.48,5999,ATM Banco,ECOMMERCE,AR,ARS
T0000095,K00022,2026-01-09 15:51:18,2011.56,5541,Mercado Central,ECOMMERCE,US,USD
T0000096,K00026,2026-01-25 07:55:43,2418.34,6011,Tech Store,APP,US,USD
T0000097,K00008,2026-01-03 12:00:16,1139.69,4111,Mobilidade Urbana,APP,AR,ARS
T0000098,K00007,2026-01-19 12:52:40,1688.72,5541,Mercado Central,APP,BR,BRL
T0000099,K00041,2026-01-30 19:14:41,2060.52,4111,Loja Online X,ATM,BR,BRL
T0000100,K00032,2026-01-04 04:02:02,294.72,5812,Tech Store,ECOMMERCE,BR,BRL
T0000101,K00035,2026-01-13 14:23:42,1050.72,4111,Mobilidade Urbana,ECOMMERCE,US,USD
T0000102,K00040,2026-01-29 13:41:06,1023.25,5999,Mercado Central,APP,BR,BRL
T0000103,K00007,2026-01-07 14:28:15,2452.41,5999,Tech Store,APP,BR,BRL
T0000104,K00030,2026-01-02 12:17:12,233.73,5812,Mobilidade Urbana,POS,BR,BRL
T0000105,K00014,2026-01-02 10:15:08,176.18,6011,Tech Store,ECOMMERCE,AR,ARS
T0000106,K00022,2026-01-19 06:52:55,1937.05,6011,Tech Store,POS,BR,BRL
T0000107,K00012,2026-01-09 04:08:34,279.27,6011,Mercado Central,ECOMMERCE,BR,BRL
T0000108,K00038,2026-01-01 11:50:50,812.81,5812,Loja Online X,POS,BR,BRL
T0000109,K00005,2026-01-05 23:26:33,1193.23,6011,Loja Online X,POS,BR,BRL
T0000110,K00034,2026-01-15 16:14:39,757.57,4111,Mercado Central,POS,BR,BRL
T0000111,K00032,2026-01-16 12:27:43,1782.44,5541,Mercado Central,POS,BR,BRL
T0000112,K00018,2026-01-11 19:09:04,1562.67,5732,Tech Store,APP,BR,BRL
T0000113,K00033,2026-01-13 19:33:18,1515.54,5411,ATM Banco,POS,BR,BRL
T0000114,K00014,2026-01-28 20:41:56,1078.02,5812,Posto Sul,APP,AR,ARS
T0000115,K00007,2026-01-27 14:25:26,784.81,5999,Mobilidade Urbana,APP,US,USD
T0000116,K00005,2026-01-12 04:43:59,232.61,5411,Mercado Central,ATM,BR,BRL
T0000117,K00036,2026-01-04 23:47:23,154.65,5732,Tech Store,APP,BR,BRL
T0000118,K00028,2026-01-22 03:26:22,2170.89,4111,Mercado Central,APP,US,USD
T0000119,K00033,2026-01-20 09:22:06,535.78,4111,Posto Sul,ECOMMERCE,AR,ARS
T0000120,K00024,2026-01-28 03:22:54,291.64,5999,Tech Store,ECOMMERCE,AR,ARS
T0000121,K00040,2026-01-26 13:54:35,1689.07,5732,Mercado Central,APP,AR,ARS
T0000122,K00022,2026-01-01 05:17:44,880.80,5812,ATM Banco,ECOMMERCE,BR,BRL
T0000123,K00041,2026-01-19 21:25:04,2429.67,5411,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000124,K00024,2026-01-13 13:29:21,782.54,5999,ATM Banco,POS,BR,BRL
T0000125,K00004,2026-01-29 01:09:10,1686.55,5999,Posto Sul,ATM,AR,ARS
T0000126,K00014,2026-01-16 19:28:26,1888.58,5411,Loja Online X,ATM,BR,BRL
T0000127,K00032,2026-01-04 09:43:43,1319.70,5999,Mercado Central,ECOMMERCE,AR,ARS
T0000128,K00020,2026-01-13 19:03:00,2363.58,6011,Restaurante Avenida,APP,BR,BRL
T0000129,K00028,2026-01-10 10:07:00,443.36,5541,Tech Store,ECOMMERCE,BR,BRL
T0000130,K00005,2026-01-17 17:53:42,995.69,4111,Mercado Central,ATM,BR,BRL
T0000131,K00037,2026-01-01 14:58:04,1076.06,5541,Mobilidade Urbana,ATM,BR,BRL
T0000132,K00011,2026-01-10 03:25:01,2004.30,5732,Posto Sul,APP,BR,BRL
T0000133,K00028,2026-01-03 13:54:06,1474.23,5732,Mercado Central,ATM,BR,BRL
T0000134,K00022,2026-01-28 09:47:21,1948.90,5411,Tech Store,POS,BR,BRL
T0000135,K00023,2026-01-17 16:12:57,1819.81,6011,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000136,K00012,2026-01-08 03:09:16,1507.99,6011,ATM Banco,POS,BR,BRL
T0000137,K00038,2026-01-06 20:31:29,1125.02,5732,Mobilidade Urbana,APP,AR,ARS
T0000138,K00005,2026-01-28 20:20:09,1174.96,4111,Loja Online X,APP,BR,BRL
T0000139,K00020,2026-01-19 01:22:32,1157.05,5411,Mercado Central,APP,BR,BRL
T0000140,K00040,2026-01-27 09:04:41,1487.23,5541,Posto Sul,POS,BR,BRL
T0000141,K00039,2026-01-15 18:41:12,1191.69,5812,Mercado Central,ATM,BR,BRL
T0000142,K00012,2026-01-04 10:45:05,102.66,4111,Posto Sul,ATM,AR,ARS
T0000143,K00024,2026-01-17 16:39:10,2295.25,5541,Posto Sul,APP,BR,BRL
T0000144,K00022,2026-01-22 19:03:50,169.45,5411,Tech Store,ATM,US,USD
T0000145,K00039,2026-01-10 08:46:54,2183.83,5999,Mercado Central,ECOMMERCE,US,USD
T0000146,K00026,2026-01-30 11:19:41,326.73,4111,Mercado Central,APP,US,USD
T0000147,K00009,2026-01-18 12:41:50,1676.94,6011,Mobilidade Urbana,POS,BR,BRL
T0000148,K00002,2026-01-21 21:27:32,909.68,5812,Restaurante Avenida,APP,BR,BRL
T0000149,K00010,2026-01-31 15:12:14,197.53,6011,ATM Banco,POS,BR,BRL
T0000150,K00003,2026-01-17 17:53:47,1656.51,6011,Tech Store,ECOMMERCE,AR,ARS
T0000151,K00040,2026-01-20 12:09:10,2023.56,5812,Mobilidade Urbana,ATM,BR,BRL
T0000152,K00016,2026-01-02 13:23:43,2424.12,5732,Loja Online X,ATM,US,USD
T0000153,K00013,2026-01-08 17:15:19,922.76,5732,Posto Sul,ATM,BR,BRL
T0000154,K00034,2026-01-25 09:49:24,1049.56,5812,ATM Banco,ECOMMERCE,AR,ARS
T0000155,K00004,2026-01-26 19:08:55,1604.74,6011,Loja Online X,POS,BR,BRL
T0000156,K00006,2026-01-23 16:54:07,1908.98,5999,Posto Sul,ECOMMERCE,BR,BRL
T0000157,K00029,2026-01-27 13:05:58,2212.15,5411,Posto Sul,POS,BR,BRL
T0000158,K00006,2026-01-13 16:23:15,940.41,5411,Loja Online X,POS,BR,BRL
T0000159,K00009,2026-01-27 22:41:21,100.57,6011,Posto Sul,ECOMMERCE,BR,BRL
T0000160,K00001,2026-01-25 22:30:28,2265.11,5411,Loja Online X,ECOMMERCE,AR,ARS
T0000161,K00034,2026-01-27 04:35:46,1061.02,6011,Loja Online X,ECOMMERCE,AR,ARS
T0000162,K00041,2026-01-10 03:03:15,1985.78,5541,Mercado Central,POS,BR,BRL
T0000163,K00041,2026-01-27 15:38:34,1290.86,5812,Mobilidade Urbana,ECOMMERCE,BR,BRL
T0000164,K00016,2026-01-10 13:00:39,1428.81,5812,Mobilidade Urbana,POS,BR,BRL
T0000165,K00033,2026-01-17 11:04:33,1967.10,5732,Tech Store,POS,AR,ARS
T0000166,K00024,2026-01-13 15:02:40,637.86,5411,Loja Online X,POS,BR,BRL
T0000167,K00007,2026-01-12 07:46:42,1929.90,4111,ATM Banco,APP,US,USD
T0000168,K00012,2026-01-05 01:22:34,2076.81,4111,Posto Sul,ATM,BR,BRL
T0000169,K00030,2026-01-21 05:51:08,97.27,5812,Mercado Central,ECOMMERCE,BR,BRL
T0000170,K00033,2026-01-29 01:20:59,998.57,6011,Tech Store,ATM,BR,BRL
T0000171,K00019,2026-01-09 01:48:41,895.65,6011,Mercado Central,APP,BR,BRL
T0000172,K00026,2026-01-09 03:51:23,1859.55,5541,Loja Online X,ECOMMERCE,BR,BRL
T0000173,K00018,2026-01-16 22:31:23,2003.86,4111,Posto Sul,POS,AR,ARS
T0000174,K00019,2026-01-14 19:52:11,806.42,5411,Loja Online X,APP,AR,ARS
T0000175,K00011,2026-01-10 14:38:45,1725.96,5999,Posto Sul,POS,BR,BRL
T0000176,K00041,2026-01-24 11:39:27,2450.17,5411,Mercado Central,ATM,BR,BRL
T0000177,K00011,2026-01-12 16:51:47,2382.21,5812,ATM Banco,ATM,US,USD
T0000178,K00024,2026-01-02 04:04:15,908.57,5732,Mercado Central,ECOMMERCE,US,USD
T0000179,K00005,2026-01-22 14:23:23,1436.93,5732,Loja Online X,ATM,BR,BRL
T0000180,K00002,2026-01-11 20:17:15,1840.51,5541,Tech Store,ATM,BR,BRL
