id_transacao,id_cartao,data_transacao,valor,mcc,estabelecimento,canal,pais,moeda
T0000339,K00020,2026-02-25 22:01:54,517.59,5732,Tech Store,ECOMMERCE,US,USD
T0000340,K00016,2026-02-24 12:18:41,1239.74,5411,Restaurante Avenida,ATM,BR,BRL
T0000341,K00024,2026-02-21 19:04:33,2335.14,5812,Posto Sul,ATM,BR,BRL
T0000342,K00005,2026-02-12 17:43:11,46.64,5411,Mercado Central,APP,BR,BRL
T0000343,K00033,2026-02-07 01:59:03,719.79,4111,Tech Store,ATM,BR,BRL
T0000344,K00035,2026-02-14 22:25:05,1346.45,5812,Loja Online X,POS,US,USD
T0000345,K00010,2026-02-10 02:32:58,1343.29,5541,Tech Store,POS,BR,BRL
T0000346,K00004,2026-02-10 22:27:46,614.98,5541,Mercado Central,ATM,BR,BRL
T0000347,K00012,2026-02-20 19:03:19,303.01,4111,Restaurante Avenida,POS,US,USD
T0000348,K00017,2026-02-06 15:22:33,421.57,5812,Mobilidade Urbana,APP,AR,ARS
T0000349,K00022,2026-02-24 03:49:57,2018.73,5999,Tech Store,POS,BR,BRL
T0000350,K00032,2026-02-09 22:36:40,1140.72,5999,Mercado Central,ATM,BR,BRL
T0000351,K00017,2026-02-28 18:10:23,1934.46,5732,Mobilidade Urbana,POS,BR,BRL
T0000352,K00001,2026-02-08 23:32:00,615.16,5541,Loja Online X,ATM,BR,BRL
T0000353,K00036,2026-02-05 05:59:54,2008.77,4111,Mobilidade Urbana,ATM,BR,BRL
T0000354,K00021,2026-02-08 10:15:26,681.79,5411,Tech Store,APP,US,USD
T0000355,K00012,2026-02-04 16:43:57,561.85,5732,Mercado Central,ATM,BR,BRL
T0000356,K00021,2026-02-03 14:55:18,220.53,5541,Mercado Central,APP,BR,BRL
T0000357,K00040,2026-02-07 09:36:50,610.25,5999,Tech Store,ATM,BR,BRL
T0000358,K00016,2026-02-25 06:46:57,380.66,5541,Mercado Central,ECOMMERCE,AR,ARS
T0000359,K00001,2026-02-18 11:40:53,2377.72,5411,ATM Banco,ATM,US,USD
T0000360,K00014,2026-02-28 23:46:19,1326.89,5812,Posto Sul,ATM,BR,BRL
T0000011,K00028,2026-01-29 18:12:16,9.22,6011,Tech Store,ECOMMERCE,BR,BRL
T0000206,K00031,2026-02-02 01:08:45,1300.74,5812,Tech Store,ECOMMERCE,BR,BRL
